team,result,margin,br,toss,bat,opposition,ground,date
Kenya,1.0,8 wicke,174.0,0.0,2.0,Bangladesh,Nairobi,1997
Bangladesh,0.0,8 wicke,174.0,1.0,1.0,Kenya,Nairobi,1997
Zimbabwe,1.0,7 wicke,52.0,1.0,2.0,Kenya,Nairobi,1997
Kenya,0.0,7 wicke,52.0,0.0,1.0,Zimbabwe,Nairobi,1997
Zimbabwe,1.0,83 run,56.0,1.0,1.0,Nairobi,Nairobi,1997
Kenya,0.0,83 run,56.0,0.0,2.0,Nairobi,Nairobi,1997
Zimbabwe,1.0,82 run,56.0,1.0,1.0,Nairobi,Nairobi,1997
Kenya,0.0,82 run,56.0,0.0,2.0,Nairobi,Nairobi,1997
Sri Lanka,1.0, 7 wicke,56.0,1.0,2.0,West Indies,Lahore,1997
West Indies,0.0, 7 wicke,56.0,1.0,2.0,Sri Lanka,Lahore,1997
South Africa,1.0, 9 run,56.0,1.0,2.0,Pakistan,Lahore,1997
Pakistan,0.0,9 run,56.0,1.0,2.0,East Africa,Lahore,1997
South Africa,1.0, 5 wicke,56.0,1.0,2.0,West Indies,Lahore,1997
West Indies,0.0, 5 wicke,56.0,1.0,2.0,South Africa,Lahore,1997
Pakistan,1.0,8 wicke,56.0,1.0,2.0,West Indies,Lahore,1997
West Indies,0.0, 8 wicke,60.0,0.0,1.0,Pakistan,Lahore,1997
Sri Lanka,1.0, 8 wicke,60.0,0.0,1.0,Pakistan,Lahore,1997
Pakistan,0.0,8 wicke,60.0,0.0,1.0,Sri Lanka,Lahore,1997
South Africa,1.0, 66 run,2.0,0.0,1.0,Sri Lanka,Lahore,1997
Sri Lanka,0.0, 66 run,2.0,1.0,2.0,East Africa,Lahore,1997
South Africa,1.0, 4 wicke,2.0,0.0,2.0,Sri Lanka,Lahore,1997
Sri Lanka,0.0, 4 wicke,2.0,0.0,2.0,South Africa,Lahore,1997
South Africa,1.0, 67 run,2.0,0.0,2.0,Australia,Sydney,1997
Australia,0.0,67 run,2.0,0.0,2.0,East Africa,Sydney,1997
New Zealand,1.0, 47 run,2.0,0.0,1.0,East Africa,Adelaide,1997
South Africa,0.0, 47 run,2.0,1.0,2.0,New Zealand,Adelaide,1997
Australia,1.0,3 wicke,2.0,0.0,2.0,New Zealand,Adelaide,1997
New Zealand,0.0, 3 wicke,25.0,0.0,2.0,Australia,Adelaide,1997
South Africa,1.0, 45 run,25.0,0.0,2.0,Australia,Melbourne,1997
Australia,0.0,45 run,25.0,0.0,2.0,East Africa,Melbourne,1997
South Africa,1.0, 1 run,25.0,1.0,1.0,New Zealand,Hobart,1997
New Zealand,0.0, 1 run,25.0,0.0,2.0,East Africa,Hobart,1997
England,1.0,7 run,25.0,0.0,1.0,India,Sharjah,1997
India,0.0,7 run,25.0,1.0,2.0,England,Sharjah,1997
West Indies,1.0, 43 run,25.0,0.0,2.0,Pakistan,Sharjah,1997
Pakistan,0.0,43 run,25.0,0.0,2.0,West Indies,Sharjah,1997
England,1.0,4 wicke,25.0,0.0,2.0,West Indies,Sharjah,1997
West Indies,0.0, 4 wicke,16.0,1.0,1.0,England,Sharjah,1997
Pakistan,1.0,4 wicke,16.0,1.0,1.0,India,Sharjah,1997
India,0.0,4 wicke,16.0,1.0,1.0,Pakistan,Sharjah,1997
England,1.0,8 run,67.0,1.0,1.0,Pakistan,Sharjah,1997
Pakistan,0.0,8 run,67.0,0.0,2.0,England,Sharjah,1997
West Indies,1.0, 41 run,67.0,1.0,2.0,India,Sharjah,1997
India,0.0,41 run,67.0,1.0,2.0,West Indies,Sharjah,1997
Australia,1.0,6 wicke,67.0,0.0,2.0,New Zealand,Melbourne,1997
New Zealand,0.0, 6 wicke,11.0,0.0,2.0,Australia,Melbourne,1997
England,1.0,3 wicke,11.0,0.0,2.0,West Indies,Sharjah,1997
West Indies,0.0, 3 wicke,31.0,1.0,2.0,England,Sharjah,1997
India,1.0,7 wicke,31.0,1.0,2.0,Sri Lanka,Guwahati,1997
Sri Lanka,0.0, 7 wicke,10.0,1.0,1.0,India,Guwahati,1997
India,1.0, 5 wicke,10.0,1.0,1.0,Sri Lanka,Indore,1997
Sri Lanka,1.0, 5 wicke,10.0,1.0,1.0,India,Indore,1997
Sri Lanka,1.0, 5 wicke,10.0,1.0,1.0,India,Margao,1997
India,0.0,5 wicke,10.0,1.0,1.0,Sri Lanka,Margao,1997
South Africa,1.0, 2 run,10.0,1.0,1.0,New Zealand,Brisbane,1998
New Zealand,0.0, 2 run,10.0,0.0,2.0,East Africa,Brisbane,1998
India,1.0,4 wicke,10.0,1.0,1.0,Bangladesh,Dhaka,1998
Bangladesh,0.0,4 wicke,10.0,1.0,1.0,India,Dhaka,1998
South Africa,1.0, 5 wicke,15.0,1.0,1.0,Australia,Brisbane,1998
Australia,0.0,5 wicke,15.0,1.0,1.0,East Africa,Brisbane,1998
India,1.0,18 run,100.0,0.0,1.0,Pakistan,Dhaka,1998
Pakistan,0.0,18 run,100.0,1.0,2.0,India,Dhaka,1998
Pakistan,1.0,9 wicke,100.0,1.0,1.0,Bangladesh,Dhaka,1998
Bangladesh,0.0,9 wicke,100.0,1.0,1.0,Pakistan,Dhaka,1998
Australia,1.0,131 run,53.0,1.0,1.0,New Zealand,Sydney,1998
New Zealand,0.0, 131 run,53.0,1.0,1.0,Australia,Sydney,1998
India,1.0,8 wicke,53.0,1.0,1.0,Pakistan,Dhaka,1998
Pakistan,0.0,8 wicke,53.0,1.0,1.0,India,Dhaka,1998
Pakistan,1.0,6 wicke,111.0,1.0,1.0,India,Dhaka,1998
India,0.0,6 wicke,111.0,1.0,1.0,Pakistan,Dhaka,1998
South Africa,1.0, 67 run,1.0,1.0,1.0,New Zealand,Perth,1998
New Zealand,0.0, 67 run,1.0,0.0,2.0,East Africa,Perth,1998
India,1.0,3 wicke,1.0,1.0,1.0,Pakistan,Dhaka,1998
Pakistan,0.0,3 wicke,1.0,1.0,1.0,India,Dhaka,1998
South Africa,1.0, 7 wicke,130.0,1.0,1.0,Australia,Perth,1998
Australia,0.0,7 wicke,130.0,1.0,1.0,East Africa,Perth,1998
New Zealand,1.0, 4 wicke,5.0,1.0,1.0,Australia,Melbourne,1998
Australia,0.0,4 wicke,5.0,1.0,1.0,New Zealand,Melbourne,1998
Sri Lanka,1.0, 5 wicke,28.0,0.0,1.0,Zimbabwe,Colombo,1998
Zimbabwe,0.0,5 wicke,28.0,0.0,1.0,Sri Lanka,Colombo,1998
South Africa,1.0, 6 run,10.0,0.0,2.0,Australia,Melbourne,1998
Australia,0.0,6 run,10.0,0.0,2.0,East Africa,Melbourne,1998
Sri Lanka,1.0, 5 wicke,10.0,1.0,1.0,Zimbabwe,Colombo,1998
Zimbabwe,0.0,5 wicke,10.0,1.0,1.0,Sri Lanka,Colombo,1998
Australia,1.0,7 wicke,49.0,0.0,2.0,East Africa,Sydney,1998
South Africa,0.0, 7 wicke,6.0,1.0,1.0,Australia,Sydney,1998
Sri Lanka,1.0, 4 wicke,6.0,1.0,1.0,Zimbabwe,Colombo,1998
Zimbabwe,0.0,4 wicke,6.0,1.0,1.0,Sri Lanka,Colombo,1998
Australia,1.0,14 run,130.0,1.0,1.0,East Africa,Sydney,1998
South Africa,0.0, 14 run,130.0,0.0,2.0,Australia,Sydney,1998
New Zealand,1.0, 40 run,130.0,0.0,2.0,Zimbabwe,Hamilton,1998
Zimbabwe,0.0,40 run,130.0,0.0,2.0,New Zealand,Hamilton,1998
New Zealand,1.0, 8 wicke,130.0,0.0,1.0,Zimbabwe,Wellington,1998
Zimbabwe,0.0,8 wicke,130.0,0.0,1.0,New Zealand,Wellington,1998
Australia,1.0,7 wicke,70.0,0.0,2.0,New Zealand,Christchurch,1998
New Zealand,0.0, 7 wicke,10.0,1.0,1.0,Australia,Christchurch,1998
Australia,1.0,66 run,10.0,1.0,1.0,New Zealand,Wellington,1998
New Zealand,0.0, 66 run,10.0,1.0,1.0,Australia,Wellington,1998
New Zealand,1.0, 7 wicke,10.0,1.0,1.0,Australia,Napier,1998
Australia,0.0,7 wicke,10.0,1.0,1.0,New Zealand,Napier,1998
New Zealand,1.0, 30 run,26.0,1.0,2.0,Australia,Auckland,1998
Australia,0.0,30 run,26.0,1.0,2.0,New Zealand,Auckland,1998
Zimbabwe,1.0,1 run,26.0,0.0,1.0,New Zealand,Christchurch,1998
New Zealand,0.0, 1 run,26.0,1.0,1.0,Zimbabwe,Christchurch,1998
New Zealand,1.0, 9 wicke,26.0,1.0,1.0,Zimbabwe,Napier,1998
Zimbabwe,0.0,9 wicke,26.0,1.0,1.0,New Zealand,Napier,1998
New Zealand,1.0, 2 run,14.0,0.0,2.0,Zimbabwe,Auckland,1998
Zimbabwe,0.0,2 run,14.0,0.0,2.0,New Zealand,Auckland,1998
Pakistan,1.0,4 wicke,14.0,0.0,1.0,Zimbabwe,Harare,1998
Zimbabwe,0.0,4 wicke,14.0,0.0,1.0,Pakistan,Harare,1998
Pakistan,1.0,4 wicke,20.0,0.0,1.0,Zimbabwe,Harare,1998
Zimbabwe,0.0,4 wicke,20.0,0.0,1.0,Pakistan,Harare,1998
England,1.0,16 run,1.0,0.0,1.0,West Indies,Bridgetown,1998
West Indies,0.0, 16 run,1.0,1.0,1.0,England,Bridgetown,1998
India,1.0,41 run,1.0,1.0,1.0,Australia,Kochi,1998
Australia,0.0,41 run,1.0,0.0,2.0,India,Kochi,1998
West Indies,1.0, 1 wicke,1.0,0.0,1.0,England,Bridgetown,1998
England,0.0,1 wicke,1.0,0.0,1.0,West Indies,Bridgetown,1998
Australia,1.0,13 run,11.0,1.0,1.0,Zimbabwe,Ahmedabad,1998
Zimbabwe,0.0,13 run,11.0,0.0,2.0,Australia,Ahmedabad,1998
South Africa,1.0, 52 run,11.0,0.0,2.0,Pakistan,Durban,1998
Pakistan,0.0,52 run,11.0,0.0,2.0,East Africa,Durban,1998
West Indies,1.0, 5 wicke,11.0,1.0,1.0,England,Kingstown,1998
England,0.0,5 wicke,11.0,1.0,1.0,West Indies,Kingstown,1998
India,1.0,13 run,74.0,0.0,1.0,Zimbabwe,Vadodara,1998
Zimbabwe,0.0,13 run,74.0,1.0,2.0,India,Vadodara,1998
South Africa,1.0, 57 run,74.0,1.0,1.0,Sri Lanka,Johannesburg,1998
Sri Lanka,0.0, 57 run,74.0,0.0,2.0,East Africa,Johannesburg,1998
West Indies,1.0, 4 wicke,74.0,1.0,1.0,England,Kingstown,1998
England,0.0,4 wicke,74.0,1.0,1.0,West Indies,Kingstown,1998
India,1.0,6 wicke,33.0,0.0,2.0,Australia,Kanpur,1998
Australia,0.0,6 wicke,33.0,0.0,2.0,India,Kanpur,1998
Pakistan,1.0,4 wicke,12.0,0.0,2.0,Sri Lanka,Kimberley,1998
Sri Lanka,0.0, 4 wicke,22.0,1.0,1.0,Pakistan,Kimberley,1998
West Indies,1.0, 57 run,22.0,1.0,1.0,England,Spain,1998
England,0.0,57 run,22.0,0.0,1.0,West Indies,Spain,1998
India,1.0,32 run,22.0,0.0,1.0,Zimbabwe,Cuttack,1998
Zimbabwe,0.0,32 run,22.0,1.0,2.0,India,Cuttack,1998
Pakistan,1.0,110 run,22.0,1.0,1.0,Sri Lanka,Paarl,1998
Sri Lanka,0.0, 110 run,22.0,0.0,1.0,Pakistan,Paarl,1998
Australia,1.0,16 run,22.0,0.0,1.0,Zimbabwe,Delhi,1998
Zimbabwe,0.0,16 run,22.0,1.0,2.0,Australia,Delhi,1998
South Africa,1.0, 3 wicke,22.0,0.0,1.0,Pakistan,London,1998
Pakistan,0.0,3 wicke,22.0,0.0,1.0,East Africa,London,1998
Australia,1.0,4 wicke,8.0,1.0,2.0,India,Delhi,1998
India,0.0,4 wicke,8.0,1.0,2.0,Australia,Delhi,1998
Sri Lanka,1.0, 115 run,87.0,1.0,2.0,Pakistan,Benoni,1998
Pakistan,0.0,115 run,87.0,1.0,2.0,Sri Lanka,Benoni,1998
South Africa,1.0, 7 wicke,87.0,1.0,1.0,Pakistan,Centurion,1998
Pakistan,0.0,7 wicke,87.0,1.0,1.0,East Africa,Centurion,1998
India,1.0,15 run,79.0,1.0,1.0,New Zealand,Sharjah,1998
New Zealand,0.0, 15 run,79.0,0.0,2.0,India,Sharjah,1998
Australia,1.0,6 wicke,79.0,0.0,2.0,New Zealand,Sharjah,1998
New Zealand,0.0, 6 wicke,6.0,1.0,1.0,Australia,Sharjah,1998
South Africa,1.0, 5 wicke,6.0,1.0,1.0,Sri Lanka,Bloemfontein,1998
Sri Lanka,0.0, 5 wicke,6.0,1.0,1.0,South Africa,Bloemfontein,1998
Australia,1.0,58 run,6.0,1.0,1.0,India,Sharjah,1998
India,0.0,58 run,6.0,0.0,2.0,Australia,Sharjah,1998
New Zealand,1.0, 4 wicke,6.0,1.0,1.0,India,Sharjah,1998
India,0.0,4 wicke,6.0,1.0,1.0,New Zealand,Sharjah,1998
Australia,1.0,5 wicke,13.0,0.0,2.0,New Zealand,Sharjah,1998
New Zealand,0.0, 5 wicke,134.0,1.0,1.0,Australia,Sharjah,1998
Australia,1.0,26 run,134.0,1.0,1.0,India,Sharjah,1998
India,0.0,26 run,134.0,0.0,2.0,Australia,Sharjah,1998
South Africa,1.0, 9 wicke,134.0,0.0,1.0,Pakistan,Town,1998
Pakistan,0.0,9 wicke,134.0,0.0,1.0,East Africa,Town,1998
India,1.0,6 wicke,9.0,0.0,2.0,Australia,Sharjah,1998
Australia,0.0,6 wicke,9.0,0.0,2.0,India,Sharjah,1998
India,1.0,5 wicke,28.0,0.0,2.0,Bangladesh,Mohali,1998
Bangladesh,0.0,5 wicke,28.0,0.0,2.0,India,Mohali,1998
Bangladesh,1.0,6 wicke,12.0,0.0,2.0,Kenya,Hydrabad,1998
Kenya,0.0,6 wicke,12.0,1.0,1.0,Bangladesh,Hydrabad,1998
India,1.0,4 wicke,18.0,0.0,1.0,Kenya,Bengaluru,1998
Kenya,0.0,4 wicke,18.0,0.0,1.0,India,Bengaluru,1998
South Africa,1.0, 3 wicke,8.0,0.0,1.0,England,Oval,1998
England,0.0,3 wicke,8.0,0.0,1.0,East Africa,Oval,1998
South Africa,1.0, 32 run,90.0,1.0,2.0,England,Manchester,1998
England,0.0,32 run,90.0,1.0,2.0,East Africa,Manchester,1998
Kenya,1.0,28 run,90.0,1.0,1.0,Bangladesh,Chennai,1998
Bangladesh,0.0,28 run,90.0,0.0,2.0,Kenya,Chennai,1998
England,1.0,7 wicke,90.0,0.0,2.0,East Africa,Leeds,1998
South Africa,0.0, 7 wicke,124.0,1.0,1.0,England,Leeds,1998
India,1.0,5 wicke,124.0,1.0,1.0,Bangladesh,Mumbai,1998
Bangladesh,0.0,5 wicke,124.0,1.0,1.0,India,Mumbai,1998
Kenya,1.0,69 run,90.0,1.0,1.0,India,Gwalior,1998
India,0.0,69 run,90.0,0.0,2.0,Kenya,Gwalior,1998
India,1.0,9 wicke,90.0,0.0,2.0,Kenya,Kolkata,1998
Kenya,0.0,9 wicke,90.0,0.0,2.0,India,Kolkata,1998
India,1.0,8 wicke,38.0,0.0,2.0,Sri Lanka,Colombo,1998
Sri Lanka,0.0, 8 wicke,17.0,0.0,1.0,India,Colombo,1998
India,1.0, 8 run,17.0,0.0,1.0,Sri Lanka,Galle,1998
Sri Lanka,1.0, 8 run,17.0,0.0,1.0,India,Galle,1998
New Zealand,1.0, 8 run,17.0,0.0,1.0,Sri Lanka,Galle,1998
Sri Lanka,1.0, 8 run,17.0,0.0,1.0,New Zealand,Galle,1998
India,1.0, 8 run,17.0,0.0,1.0,New Zealand,Galle,1998
New Zealand,1.0, 8 run,17.0,0.0,1.0,India,Galle,1998
Sri Lanka,1.0, 8 run,17.0,0.0,1.0,India,Colombo,1998
India,0.0,8 run,17.0,0.0,1.0,Sri Lanka,Colombo,1998
Sri Lanka,1.0, 87 run,17.0,0.0,1.0,New Zealand,Colombo,1998
New Zealand,0.0, 87 run,17.0,1.0,2.0,Sri Lanka,Colombo,1998
India,1.0,6 run,17.0,0.0,2.0,Sri Lanka,Colombo,1998
Sri Lanka,0.0, 6 run,17.0,0.0,2.0,India,Colombo,1998
Sri Lanka,1.0, 57 run,17.0,0.0,1.0,East Africa,Nottingham,1998
South Africa,0.0, 57 run,17.0,1.0,2.0,Sri Lanka,Nottingham,1998
England,1.0,36 run,17.0,0.0,1.0,Sri Lanka,Lord's,1998
Sri Lanka,0.0, 36 run,17.0,0.0,2.0,England,Lord's,1998
South Africa,1.0, 14 run,17.0,0.0,2.0,England,Birmingham,1998
England,0.0,14 run,17.0,0.0,2.0,East Africa,Birmingham,1998
Sri Lanka,1.0, 5 wicke,17.0,1.0,1.0,England,Lord's,1998
England,0.0,5 wicke,17.0,1.0,1.0,Sri Lanka,Lord's,1998
India,1.0,6 wicke,38.0,0.0,1.0,Pakistan,Toronto,1998
Pakistan,0.0,6 wicke,38.0,0.0,1.0,India,Toronto,1998
Pakistan,1.0,51 run,10.0,0.0,1.0,India,Toronto,1998
India,0.0,51 run,10.0,1.0,2.0,Pakistan,Toronto,1998
Pakistan,1.0,77 run,10.0,0.0,1.0,India,Toronto,1998
India,0.0,77 run,10.0,1.0,2.0,Pakistan,Toronto,1998
Pakistan,1.0,134 run,10.0,0.0,1.0,India,Toronto,1998
India,0.0,134 run,10.0,1.0,2.0,Pakistan,Toronto,1998
Pakistan,1.0,5 wicke,10.0,0.0,1.0,India,Toronto,1998
India,0.0,5 wicke,10.0,0.0,1.0,Pakistan,Toronto,1998
India,1.0,8 wicke,46.0,0.0,1.0,Zimbabwe,Bulawayo,1998
Zimbabwe,0.0,8 wicke,46.0,0.0,1.0,India,Bulawayo,1998
India,1.0,8 wicke,19.0,0.0,1.0,Zimbabwe,Bulawayo,1998
Zimbabwe,0.0,8 wicke,19.0,0.0,1.0,India,Bulawayo,1998
Zimbabwe,1.0,37 run,0.0,0.0,1.0,India,Harare,1998
India,0.0,37 run,0.0,1.0,2.0,Zimbabwe,Harare,1998
New Zealand,1.0, 5 wicke,0.0,1.0,1.0,Zimbabwe,Dhaka,1998
Zimbabwe,0.0,5 wicke,0.0,1.0,1.0,New Zealand,Dhaka,1998
South Africa,1.0, 6 wicke,20.0,1.0,1.0,England,Dhaka,1998
England,0.0,6 wicke,20.0,1.0,1.0,East Africa,Dhaka,1998
Sri Lanka,1.0, 5 wicke,18.0,0.0,1.0,New Zealand,Dhaka,1998
New Zealand,0.0, 5 wicke,18.0,0.0,1.0,Sri Lanka,Dhaka,1998
India,1.0,44 run,18.0,0.0,1.0,Australia,Dhaka,1998
Australia,0.0,44 run,18.0,1.0,2.0,India,Dhaka,1998
West Indies,1.0, 30 run,18.0,0.0,2.0,Pakistan,Dhaka,1998
Pakistan,0.0,30 run,18.0,0.0,2.0,West Indies,Dhaka,1998
South Africa,1.0, 92 run,18.0,0.0,1.0,Sri Lanka,Dhaka,1998
Sri Lanka,0.0, 92 run,18.0,1.0,2.0,East Africa,Dhaka,1998
West Indies,1.0, 6 wicke,18.0,1.0,1.0,India,Dhaka,1998
India,0.0,6 wicke,18.0,1.0,1.0,West Indies,Dhaka,1998
South Africa,1.0, 4 wicke,5.0,0.0,1.0,West Indies,Dhaka,1998
West Indies,0.0, 4 wicke,5.0,0.0,1.0,South Africa,Dhaka,1998
Australia,1.0,86 run,5.0,0.0,1.0,Pakistan,Karachi,1998
Pakistan,0.0,86 run,5.0,1.0,2.0,Australia,Karachi,1998
India,1.0,3 wicke,5.0,1.0,2.0,Sri Lanka,Sharjah,1998
Sri Lanka,0.0, 3 wicke,23.0,1.0,2.0,India,Sharjah,1998
Zimbabwe,1.0,7 wicke,23.0,1.0,2.0,Sri Lanka,Sharjah,1998
Sri Lanka,0.0, 7 wicke,11.0,0.0,1.0,Zimbabwe,Sharjah,1998
Australia,1.0,5 wicke,11.0,0.0,1.0,Pakistan,Peshawar,1998
Pakistan,0.0,5 wicke,11.0,0.0,1.0,Australia,Peshawar,1998
India,1.0,7 wicke,56.0,0.0,1.0,Zimbabwe,Sharjah,1998
Zimbabwe,0.0,7 wicke,56.0,0.0,1.0,India,Sharjah,1998
India,1.0,81 run,7.0,0.0,1.0,Sri Lanka,Sharjah,1998
Sri Lanka,0.0, 81 run,7.0,0.0,1.0,India,Sharjah,1998
Australia,1.0,6 wicke,7.0,0.0,1.0,Pakistan,Lahore,1998
Pakistan,0.0,6 wicke,7.0,0.0,1.0,Australia,Lahore,1998
Zimbabwe,1.0,24 run,120.0,0.0,1.0,Sri Lanka,Sharjah,1998
Sri Lanka,0.0, 24 run,120.0,0.0,1.0,Zimbabwe,Sharjah,1998
Zimbabwe,1.0,13 run,120.0,0.0,1.0,India,Sharjah,1998
India,0.0,13 run,120.0,1.0,2.0,Zimbabwe,Sharjah,1998
India,1.0,10 wicke,120.0,0.0,1.0,Zimbabwe,Sharjah,1998
Zimbabwe,0.0,10 wicke,120.0,0.0,1.0,India,Sharjah,1998
Pakistan,1.0,4 wicke,14.0,0.0,1.0,Zimbabwe,Gujranwala,1998
Zimbabwe,0.0,4 wicke,14.0,0.0,1.0,Pakistan,Gujranwala,1998
Zimbabwe,1.0,6 wicke,56.0,0.0,1.0,Pakistan,Sheikhupura,1998
Pakistan,0.0,6 wicke,56.0,0.0,1.0,Zimbabwe,Sheikhupura,1998
Pakistan,1.0,111 run,6.0,0.0,1.0,Zimbabwe,Rawalpindi,1998
Zimbabwe,0.0,111 run,6.0,1.0,2.0,Pakistan,Rawalpindi,1998
New Zealand,1.0, 5 wicke,6.0,1.0,1.0,India,Taupo,1999
India,0.0,5 wicke,6.0,1.0,1.0,New Zealand,Taupo,1999
England,1.0,7 run,3.0,1.0,1.0,Australia,Brisbane,1999
Australia,0.0,7 run,3.0,0.0,2.0,England,Brisbane,1999
England,1.0,4 wicke,3.0,0.0,2.0,Sri Lanka,Brisbane,1999
Sri Lanka,0.0, 4 wicke,1.0,1.0,2.0,England,Brisbane,1999
India,1.0,2 wicke,1.0,1.0,2.0,New Zealand,Napier,1999
New Zealand,0.0, 2 wicke,23.0,0.0,2.0,India,Napier,1999
Australia,1.0,8 wicke,23.0,0.0,2.0,Sri Lanka,Sydney,1999
Sri Lanka,0.0, 8 wicke,64.0,1.0,2.0,Australia,Sydney,1999
India,1.0,9 wicke,64.0,1.0,2.0,New Zealand,Wellington,1999
New Zealand,1.0,9 wicke,64.0,1.0,2.0,India,Wellington,1999
Australia,1.0,9 wicke,64.0,1.0,2.0,England,Melbourne,1999
England,0.0,9 wicke,64.0,1.0,2.0,Australia,Melbourne,1999
India,1.0,5 wicke,37.0,1.0,2.0,New Zealand,Auckland,1999
New Zealand,0.0, 5 wicke,28.0,1.0,1.0,India,Auckland,1999
England,1.0,7 run,28.0,1.0,1.0,Australia,Sydney,1999
Australia,0.0,7 run,28.0,0.0,2.0,England,Sydney,1999
New Zealand,1.0, 70 run,28.0,1.0,2.0,India,Christchurch,1999
India,0.0,70 run,28.0,1.0,2.0,New Zealand,Christchurch,1999
England,1.0,7 wicke,28.0,0.0,2.0,Sri Lanka,Melbourne,1999
Sri Lanka,0.0, 7 wicke,3.0,0.0,1.0,England,Melbourne,1999
Sri Lanka,1.0, 3 wicke,3.0,0.0,1.0,Australia,Hobart,1999
Australia,0.0,3 wicke,3.0,0.0,1.0,Sri Lanka,Hobart,1999
South Africa,1.0, 2 wicke,2.0,0.0,1.0,West Indies,Johannesburg,1999
West Indies,0.0, 2 wicke,2.0,0.0,1.0,South Africa,Johannesburg,1999
Sri Lanka,1.0, 1 wicke,2.0,0.0,1.0,England,Adelaide,1999
England,0.0,1 wicke,2.0,0.0,1.0,Sri Lanka,Adelaide,1999
Australia,1.0,80 run,18.0,0.0,1.0,Sri Lanka,Adelaide,1999
Sri Lanka,0.0, 80 run,18.0,0.0,1.0,Australia,Adelaide,1999
West Indies,1.0, 43 run,18.0,0.0,1.0,East Africa,London,1999
South Africa,0.0, 43 run,18.0,1.0,2.0,West Indies,London,1999
Australia,1.0,16 run,18.0,1.0,1.0,England,Adelaide,1999
England,0.0,16 run,18.0,0.0,2.0,Australia,Adelaide,1999
South Africa,1.0, 55 run,18.0,1.0,1.0,West Indies,Durban,1999
West Indies,0.0, 55 run,18.0,0.0,2.0,East Africa,Durban,1999
England,1.0,128 run,18.0,0.0,1.0,Sri Lanka,Perth,1999
Sri Lanka,0.0, 128 run,18.0,0.0,1.0,England,Perth,1999
South Africa,1.0, 99 run,18.0,0.0,1.0,West Indies,Elizabeth,1999
West Indies,0.0, 99 run,18.0,1.0,2.0,East Africa,Elizabeth,1999
Australia,1.0,45 run,18.0,0.0,1.0,Sri Lanka,Perth,1999
Sri Lanka,0.0, 45 run,18.0,1.0,1.0,Australia,Perth,1999
South Africa,1.0, 89 run,18.0,1.0,1.0,West Indies,Town,1999
West Indies,0.0, 89 run,18.0,0.0,2.0,East Africa,Town,1999
Sri Lanka,1.0, 11 run,18.0,1.0,2.0,England,Sydney,1999
England,0.0,11 run,18.0,1.0,2.0,Sri Lanka,Sydney,1999
Australia,1.0,4 wicke,18.0,1.0,1.0,England,Sydney,1999
England,0.0,4 wicke,18.0,1.0,1.0,Australia,Sydney,1999
South Africa,1.0, 114 run,37.0,1.0,1.0,West Indies,Bloemfontein,1999
West Indies,0.0, 114 run,37.0,0.0,2.0,East Africa,Bloemfontein,1999
Australia,1.0,43 run,37.0,1.0,1.0,Sri Lanka,Melbourne,1999
Sri Lanka,0.0, 43 run,37.0,1.0,1.0,Australia,Melbourne,1999
South Africa,1.0, 50 run,37.0,1.0,1.0,West Indies,Centurion,1999
West Indies,0.0, 50 run,37.0,0.0,2.0,East Africa,Centurion,1999
Australia,1.0,10 run,37.0,1.0,1.0,England,Sydney,1999
England,0.0,10 run,37.0,0.0,2.0,Australia,Sydney,1999
Australia,1.0,162 run,37.0,1.0,1.0,England,Melbourne,1999
England,0.0,162 run,37.0,0.0,2.0,Australia,Melbourne,1999
New Zealand,1.0, 3 wicke,37.0,0.0,1.0,South Africa,Dunedin,1999
South Africa,0.0, 3 wicke,37.0,0.0,1.0,New Zealand,Dunedin,1999
South Africa,1.0, 7 wicke,37.0,0.0,1.0,New Zealand,Christchurch,1999
New Zealand,0.0, 7 wicke,37.0,0.0,1.0,South Africa,Christchurch,1999
New Zealand,1.0, 7 wicke,37.0,0.0,1.0,South Africa,Auckland,1999
South Africa,0.0, 7 wicke,37.0,0.0,1.0,New Zealand,Auckland,1999
Pakistan,1.0,152 run,37.0,0.0,1.0,Bangladesh,Dhaka,1999
Bangladesh,0.0,152 run,37.0,1.0,2.0,Pakistan,Dhaka,1999
Pakistan,1.0,9 run,37.0,1.0,1.0,Sri Lanka,Jamshedpur,1999
Sri Lanka,0.0, 9 run,37.0,1.0,1.0,Pakistan,Jamshedpur,1999
Zimbabwe,1.0,133 run,37.0,1.0,1.0,Kenya,Dhaka,1999
Kenya,0.0,133 run,37.0,0.0,2.0,Zimbabwe,Dhaka,1999
Kenya,1.0,8 wicke,37.0,1.0,1.0,Bangladesh,Dhaka,1999
Bangladesh,0.0,8 wicke,37.0,1.0,1.0,Kenya,Dhaka,1999
Zimbabwe,1.0,126 run,3.0,1.0,1.0,Bangladesh,Dhaka,1999
Bangladesh,0.0,126 run,3.0,0.0,2.0,Zimbabwe,Dhaka,1999
India,1.0,80 run,3.0,0.0,1.0,Sri Lanka,Nagpur,1999
Sri Lanka,0.0, 80 run,3.0,1.0,1.0,India,Nagpur,1999
Zimbabwe,1.0,64 run,3.0,1.0,1.0,Kenya,Dhaka,1999
Kenya,0.0,64 run,3.0,0.0,2.0,Zimbabwe,Dhaka,1999
Pakistan,1.0,143 run,3.0,1.0,1.0,India,Jaipur,1999
India,0.0,143 run,3.0,0.0,2.0,Pakistan,Jaipur,1999
